"TASK_TYPE","SUBLOT","AREA","EQP","STEP","DATES"
"WIRE_TO_GATE","Q26068562-6","N16-4","2QHB101","焊线关卡","10/7/2026 13:44:34"
"WIRE_TO_GATE","Q26065850-20","Q18-04","3QHS4209","焊线关卡","10/7/2026 14:53:58"
"WIRE_TO_GATE","Q26056227-2","Q23-07","3QHS3010","焊线关卡","10/7/2026 00:12:03"
"WIRE_TO_GATE","Q26071092-1","D02-06","3QHS3857","焊线关卡","10/7/2026 14:44:59"
"WIRE_TO_GATE","Q26067460-11","D04-08","3QHS3781","焊线关卡","10/7/2026 14:29:47"
"WIRE_TO_GATE","Q26063546-1","D05-16","3QHS2517","焊线关卡","10/7/2026 14:26:44"
"WIRE_TO_GATE","Q26065140-1","C16-14","3QHS4282","焊线关卡","10/7/2026 10:10:15"
"WIRE_TO_GATE","Q26068196-14","N3-10","3QHS6019","焊线关卡","10/7/2026 14:26:04"
"WIRE_TO_GATE","Q26050014-4","C08-11","3QHS4307","焊线关卡","10/7/2026 14:20:54"
"WIRE_TO_GATE","Q26066753-16","N6-13","2QHE44","焊线关卡","10/7/2026 14:25:17"
"WIRE_TO_GATE","Q26057517-1","Q16-11","3QHS356","焊线关卡","10/7/2026 14:00:42"
"WIRE_TO_GATE","Q26067460-9","D05-15","3QHS2152","焊线关卡","10/7/2026 14:38:01"
"WIRE_TO_GATE","Q26062153-8","D11-13","3QHS3995","焊线关卡","10/7/2026 14:00:53"
"WIRE_TO_GATE","Q26052111-77","Q05-16","3QHS4063","焊线关卡","10/7/2026 14:10:55"
"WIRE_TO_GATE","Q26067831-3","N2-5","3QHS6004","焊线关卡","10/7/2026 14:32:35"
"WIRE_TO_GATE","Q26057649-1","D01-10","3QHS21","焊线关卡","10/7/2026 14:47:38"
"WIRE_TO_GATE","Q26066814-15","D16-12","3QHS716","焊线关卡","10/7/2026 14:11:59"
"WIRE_TO_GATE","Q26056639-8","D12-04","3QHS643","焊线关卡","10/7/2026 14:12:29"
"WIRE_TO_GATE","Q26063868-4","D21-5","3QHS4339","焊线关卡","10/7/2026 15:51:11"
"WIRE_TO_GATE","Q26070001-20","C06-03","3QHS3218","焊线关卡","10/7/2026 15:55:37"
"WIRE_TO_GATE","Q26068566-9","N13-4","2QHB64","焊线关卡","10/7/2026 11:29:11"
"WIRE_TO_GATE","Q26052767-8","C16-10","3QHS4271","焊线关卡","10/7/2026 10:42:04"
"WIRE_TO_GATE","Q26067737-5","D06-04","3QHS3775","焊线关卡","10/7/2026 15:50:31"
"WIRE_TO_GATE","Q26067226-1","D03-01","3QHS3832","焊线关卡","10/7/2026 15:53:39"
"WIRE_TO_GATE","Q26066725-14","Q17-06","3QHS321","焊线关卡","10/7/2026 15:53:41"
"WIRE_TO_GATE","Q26065824-13","C02-09","3QHS3973","焊线关卡","10/7/2026 10:32:07"
"WIRE_TO_GATE","Q26067497-27","D14-02","3QHS733","焊线关卡","10/7/2026 14:51:19"
"WIRE_TO_GATE","Q26066628-9","Q15-10","3QHS3095","焊线关卡","10/7/2026 15:21:03"
"WIRE_TO_GATE","Q26051396-1","C06-08","3QHS3935","焊线关卡","10/7/2026 15:03:56"
"WIRE_TO_GATE","Q26067433-6","N22-1","2QHB08","焊线关卡","10/7/2026 15:11:36"
"WIRE_TO_GATE","Q26052767-9","C16-03","3QHS4259","焊线关卡","10/7/2026 15:15:12"
"WIRE_TO_GATE","Q26071086-1","D02-05","3QHS3850","焊线关卡","10/7/2026 15:53:26"
"WIRE_TO_GATE","Q26057770-1-4","Q24-09","3QHS3919","焊线关卡","10/7/2026 15:11:52"
"WIRE_TO_GATE","Q26071397-5","N15-8","2QHB54","焊线关卡","10/7/2026 15:54:44"
"WIRE_TO_GATE","Q26053084-2","D13-11","3QHS3091","焊线关卡","10/7/2026 15:23:59"
"WIRE_TO_GATE","Q26066392-7","Q18-13","3QHS4110","焊线关卡","10/7/2026 15:43:33"
"WIRE_TO_GATE","Q26067865-8","D05-04","3QHS3314","焊线关卡","10/7/2026 15:02:14"
"WIRE_TO_GATE","Q26066780-4","N12-1","2QHB118","焊线关卡","10/7/2026 15:34:50"
"WIRE_TO_GATE","Q26065850-18","Q18-15","3QHS4112","焊线关卡","10/7/2026 15:44:42"
"WIRE_TO_GATE","Q26066990-23","Q19-01","3QHS541","焊线关卡","10/7/2026 15:27:56"
"WIRE_TO_GATE","Q26062153-20","D11-08","3QHS561","焊线关卡","10/7/2026 15:10:11"
"WIRE_TO_GATE","Q26071504-3","N3-1","2QHE58","焊线关卡","10/7/2026 15:19:51"
"WIRE_TO_GATE","Q26061232-2","D15-08","3QHS4027","焊线关卡","10/7/2026 14:57:21"
"WIRE_TO_GATE","Q26057268-6","N6-8","3QHS3750","焊线关卡","10/7/2026 15:58:48"
"WIRE_TO_GATE","Q26061852-1","N17-5","2QHB82","焊线关卡","10/7/2026 15:38:48"
"WIRE_TO_GATE","Q26071338-4","Q22-05","3QHS214","焊线关卡","10/7/2026 15:42:54"
"WIRE_TO_GATE","Q26067015-1","N21-1","2QHB06","焊线关卡","10/7/2026 15:07:54"
"WIRE_TO_GATE","Q26062227-4","D03-07","3QHS3842","焊线关卡","10/7/2026 12:55:09"
"WIRE_TO_GATE","Q26066728-10","D10-07","3QHS3986","焊线关卡","10/7/2026 15:12:21"
"WIRE_TO_GATE","Q26065824-20","Q01-15","3QHS4037","焊线关卡","10/7/2026 14:41:41"
"WIRE_TO_GATE","Q26071514-4","D15-02","3QHS4022","焊线关卡","10/7/2026 12:44:06"
"WIRE_TO_GATE","Q26056674-1","N16-3","2QHB102","焊线关卡","10/7/2026 14:19:57"
"WIRE_TO_GATE","Q26072087-1","N5-14","2QHE03","焊线关卡","10/7/2026 13:29:31"
"WIRE_TO_GATE","Q26065850-15","C09-08","3QHS4098","焊线关卡","10/7/2026 11:40:15"
"WIRE_TO_GATE","Q26068212-1","N17-3","2QHB69","焊线关卡","10/7/2026 11:55:46"
"WIRE_TO_GATE","Q26063223-4","Q24-07","3QHS548","焊线关卡","10/7/2026 08:29:33"
"WIRE_TO_GATE","Q26067014-1","N21-5","2QHB07","焊线关卡","10/7/2026 15:34:11"
"WIRE_TO_GATE","Q26063835-4","Q21-09","3QHS586","焊线关卡","10/7/2026 15:34:15"
"WIRE_TO_GATE","Q26066994-25","Q11-01","3QHS3911","焊线关卡","10/7/2026 11:41:22"
"WIRE_TO_GATE","Q26066728-8","Q15-09","3QHS758","焊线关卡","10/7/2026 15:25:55"
"WIRE_TO_OPTICAL","Q26052849-11","C11-08","3QHS4138","三光检验","8/7/2026 19:54:51"
"WIRE_TO_OPTICAL","Q26064461-10","C15-03","3QHS4235","三光检验","9/7/2026 23:01:34"
"WIRE_TO_OPTICAL","Q26062172-3","C10-10","3QHS4126","三光检验","9/7/2026 23:18:21"
"WIRE_TO_OPTICAL","Q26052297-10","C16-15","3QHS4283","三光检验","7/7/2026 12:27:06"
"WIRE_TO_OPTICAL","Q26067196-2","N15-7","2QHB55","三光检验","7/7/2026 11:33:47"
"WIRE_TO_OPTICAL","Q26066081-9","N18-3","2QHB72","三光检验","7/7/2026 11:49:59"
"WIRE_TO_OPTICAL","Q26066083-9","N18-3","2QHB72","三光检验","7/7/2026 13:33:05"
"WIRE_TO_OPTICAL","Q26065896-4","C03-08","3QHS4194","三光检验","8/7/2026 22:06:33"
"WIRE_TO_OPTICAL","Q26067630-3","N15-7","2QHB55","三光检验","10/7/2026 08:08:35"
"WIRE_TO_OPTICAL","Q26066268-4","C16-04","3QHS4260","三光检验","10/7/2026 07:39:09"
"WIRE_TO_OPTICAL","Q26065188-4","C10-02","3QHS4106","三光检验","10/7/2026 06:28:39"
"WIRE_TO_OPTICAL","Q26052297-30","C15-08","3QHS4239","三光检验","8/7/2026 22:32:30"
"WIRE_TO_OPTICAL","Q26065187-8","C10-02","3QHS4106","三光检验","7/7/2026 14:34:02"
"WIRE_TO_OPTICAL","Q26065187-10","C03-05","3QHS4186","三光检验","7/7/2026 12:59:40"
"WIRE_TO_OPTICAL","Q26065557-12","C02-05","3QHS3968","三光检验","9/7/2026 18:05:54"
"WIRE_TO_OPTICAL","Q26055043-4","C03-14","3QHS4262","三光检验","10/7/2026 05:11:00"
"WIRE_TO_OPTICAL","Q26065896-11","C03-08","3QHS4194","三光检验","9/7/2026 13:14:43"
"WIRE_TO_OPTICAL","Q26065896-12","C17-10","3QHS4212","三光检验","10/7/2026 03:20:22"
"WIRE_TO_OPTICAL","Q26065896-3","C10-10","3QHS4126","三光检验","8/7/2026 20:49:37"
"WIRE_TO_OPTICAL","Q26066268-3","C04-11","3QHS4279","三光检验","10/7/2026 02:51:32"
"WIRE_TO_OPTICAL","Q26052870-1-8","C16-12","3QHS4285","三光检验","9/7/2026 03:48:26"
"WIRE_TO_OPTICAL","Q26034041-3","C05-10","3QHS4187","三光检验","9/7/2026 19:47:40"
"WIRE_TO_OPTICAL","Q26064476-5","C16-02","3QHS4263","三光检验","9/7/2026 08:12:18"
"WIRE_TO_OPTICAL","Q26065896-13","C03-08","3QHS4194","三光检验","10/7/2026 05:39:31"
"WIRE_TO_OPTICAL","Q26065896-18","C04-04","3QHS4277","三光检验","10/7/2026 05:10:18"
"WIRE_TO_OPTICAL","Q26067197-1","N12-9","2QHB109","三光检验","9/7/2026 05:46:00"
"WIRE_TO_OPTICAL","Q26079042-1","S01-03","3QHS4081","三光检验","10/7/2026 03:21:03"
"WIRE_TO_OPTICAL","Q26066265-4","C04-11","3QHS4279","三光检验","8/7/2026 15:41:01"
"WIRE_TO_OPTICAL","Q26052849-16","C16-11","3QHS4268","三光检验","9/7/2026 06:16:05"
"WIRE_TO_OPTICAL","Q26055043-1","C11-08","3QHS4138","三光检验","9/7/2026 22:28:13"
"WIRE_TO_OPTICAL","Q26065557-7","C02-07","3QHS3970","三光检验","9/7/2026 15:32:36"
"WIRE_TO_OPTICAL","Q26064075-11","Q10-15","3QHS2100","三光检验","7/7/2026 08:33:57"
"WIRE_TO_OPTICAL","Q26066080-5","N18-5","2QHB78","三光检验","7/7/2026 20:20:08"
"WIRE_TO_OPTICAL","Q26065271-12","C03-05","3QHS4186","三光检验","9/7/2026 08:50:33"
"WIRE_TO_OPTICAL","Q26052849-15","C15-10","3QHS4243","三光检验","9/7/2026 06:27:59"
"WIRE_TO_OPTICAL","Q26052297-36","C15-07","3QHS4240","三光检验","9/7/2026 06:11:44"
"WIRE_TO_OPTICAL","Q26079041-1","S01-03","3QHS4081","三光检验","10/7/2026 07:25:09"
"WIRE_TO_OPTICAL","Q26079040-1","S01-03","3QHS4081","三光检验","10/7/2026 11:54:12"
"WIRE_TO_OPTICAL","Q26065557-4","C02-01","3QHS3998","三光检验","9/7/2026 14:06:16"
"WIRE_TO_OPTICAL","Q26064461-6","C11-02","3QHS4131","三光检验","8/7/2026 18:57:00"
"WIRE_TO_OPTICAL","Q26064459-5","C14-02","3QHS4173","三光检验","8/7/2026 20:59:12"
"WIRE_TO_OPTICAL","Q26055687-1","C05-10","3QHS4187","三光检验","10/7/2026 12:43:27"
"WIRE_TO_OPTICAL","Q26052849-14","C10-15","3QHS4127","三光检验","9/7/2026 11:26:11"
"WIRE_TO_OPTICAL","Q26065557-8","C06-14","3QHS2515","三光检验","9/7/2026 16:43:50"
"WIRE_TO_OPTICAL","Q26066349-1","N1-5","3QHS6013","三光检验","9/7/2026 15:50:37"
"WIRE_TO_OPTICAL","Q26064075-10","Q10-15","3QHS2100","三光检验","6/7/2026 22:39:08"
"WIRE_TO_OPTICAL","Q26065319-3","N12-9","2QHB109","三光检验","10/7/2026 14:27:54"
"WIRE_TO_OPTICAL","Q26053182-3","C14-10","3QHS4174","三光检验","9/7/2026 17:25:18"
"WIRE_TO_OPTICAL","Q26066265-1","C04-11","3QHS4279","三光检验","7/7/2026 20:44:58"
"WIRE_TO_OPTICAL","Q26056443-13","C10-05","3QHS4120","三光检验","3/7/2026 09:13:07"
"WIRE_TO_OPTICAL","Q26064475-1","C15-01","3QHS4232","三光检验","9/7/2026 17:33:41"
"WIRE_TO_OPTICAL","Q26062672-1","C14-07","3QHS4182","三光检验","9/7/2026 04:07:16"
"WIRE_TO_OPTICAL","Q26064075-1","Q10-15","3QHS2100","三光检验","4/7/2026 15:44:40"
"WIRE_TO_OPTICAL","Q26057535-1","C02-05","3QHS3968","三光检验","5/7/2026 04:03:02"
"WIRE_TO_OPTICAL","Q26066266-5","C16-04","3QHS4260","三光检验","9/7/2026 04:05:31"
"WIRE_TO_OPTICAL","Q26052849-1","C15-10","3QHS4243","三光检验","7/7/2026 04:10:13"
"WIRE_TO_OPTICAL","Q26066079-2","N16-3","2QHB102","三光检验","6/7/2026 09:41:13"
"WIRE_TO_OPTICAL","Q26055625-5","C07-11","3QHS4295","三光检验","6/7/2026 19:59:36"
"WIRE_TO_OPTICAL","Q26052296-45","C15-08","3QHS4239","三光检验","6/7/2026 09:09:27"
"WIRE_TO_OPTICAL","Q26052849-9","C10-15","3QHS4127","三光检验","8/7/2026 11:11:29"
"WIRE_TO_OPTICAL","Q26064461-11","C11-02","3QHS4131","三光检验","9/7/2026 18:39:47"
"WIRE_TO_OPTICAL","Q26065271-8","C11-01","3QHS4130","三光检验","8/7/2026 21:24:41"
"WIRE_TO_OPTICAL","Q26066079-9","N18-5","2QHB78","三光检验","7/7/2026 18:29:27"
"WIRE_TO_OPTICAL","Q26061028-1-1","C03-11","3QHS4288","三光检验","8/7/2026 18:52:33"
"WIRE_TO_OPTICAL","Q26067196-3","N15-7","2QHB55","三光检验","7/7/2026 07:59:01"
"WIRE_TO_OPTICAL","Q26052849-13","C03-14","3QHS4262","三光检验","9/7/2026 02:05:49"
"WIRE_TO_OPTICAL","Q26052849-3","C10-15","3QHS4127","三光检验","7/7/2026 11:50:56"
"STAGING_TO_WIRE","Q26067482-7","Q20-07","3QHS216","焊线","10/7/2026 11:36:01"
"STAGING_TO_WIRE","Q26066990-12","Q19-01","3QHS541","焊线","10/7/2026 15:38:53"
"STAGING_TO_WIRE","Q26067340-5","N6-12","2QHE45","焊线","10/7/2026 10:32:31"
"STAGING_TO_WIRE","Q26068404-22","D22-5","3QHS4323","焊线","10/7/2026 14:34:21"
"STAGING_TO_WIRE","Q26067776-1-4","Q20-03","3QHS721","焊线","10/7/2026 11:28:25"
"STAGING_TO_WIRE","Q26064885-7","Q16-13","3QHS76","焊线","10/7/2026 13:58:20"
"STAGING_TO_WIRE","Q26063528-9","Q02-05","3QHS3948","焊线","10/7/2026 14:16:56"
"STAGING_TO_WIRE","Q26066451-2","C04-06","3QHS4117","焊线","10/7/2026 12:11:57"
"STAGING_TO_WIRE","Q26047582-32","D16-04","3QHS3773","焊线","10/7/2026 14:35:23"
"STAGING_TO_WIRE","Q26065487-15","Q06-06","3QHS3898","焊线","10/7/2026 13:12:48"
"STAGING_TO_WIRE","Q26066237-12","C02-07","3QHS3970","焊线","10/7/2026 14:27:58"
"STAGING_TO_WIRE","Q26071457-4","D04-15","3QHS2005","焊线","10/7/2026 14:59:52"
"STAGING_TO_WIRE","Q26062210-12","D22-8","3QHS4326","焊线","10/7/2026 13:13:44"
"STAGING_TO_WIRE","Q26065824-39","Q04-19","3QHS3071","焊线","10/7/2026 15:14:48"
"STAGING_TO_WIRE","Q26038012-5","C15-11","3QHS4245","焊线","10/7/2026 13:36:27"
"STAGING_TO_WIRE","Q26038012-6","C11-10","3QHS4140","焊线","10/7/2026 15:13:24"
"STAGING_TO_WIRE","Q26065140-5","C05-02","3QHS4312","焊线","10/7/2026 14:14:00"
"STAGING_TO_WIRE","Q26064117-2","C05-03","3QHS4313","焊线","10/7/2026 03:40:05"
"STAGING_TO_WIRE","Q26067064-1","Q21-07","3QHS4033","焊线","10/7/2026 15:59:00"
"STAGING_TO_WIRE","Q26068404-23","D22-1","3QHS4319","焊线","10/7/2026 14:16:27"
"STAGING_TO_WIRE","Q26050014-6","C12-10","3QHS4152","焊线","10/7/2026 15:38:30"
"STAGING_TO_WIRE","Q26071015-21","Q16-15","3QHS3013","焊线","10/7/2026 13:40:21"
"STAGING_TO_WIRE","Q26053046-22","D16-10","3QHS1107","焊线","10/7/2026 12:47:54"
"STAGING_TO_WIRE","Q26022650-4","D21-14","3QHS3786","焊线","10/7/2026 13:15:06"
"STAGING_TO_WIRE","Q26067617-7","Q24-02","3QHS2692","焊线","10/7/2026 13:38:37"
"STAGING_TO_WIRE","Q26067617-8","D02-08","3QHS3822","焊线","10/7/2026 14:26:28"
"STAGING_TO_WIRE","Q26065824-34","C02-09","3QHS3973","焊线","10/7/2026 15:40:36"
"STAGING_TO_WIRE","Q26067804-12","D20-09","3QHS349","焊线","10/7/2026 15:13:22"
"STAGING_TO_WIRE","Q26064187-3","C16-15","3QHS4283","焊线","10/7/2026 15:54:29"
"STAGING_TO_WIRE","Q26065487-17","Q06-09","3QHS3903","焊线","10/7/2026 15:40:42"
"STAGING_TO_WIRE","Q26062350-43","Q04-15","3QHS4054","焊线","10/7/2026 14:20:12"
"STAGING_TO_WIRE","Q26053046-12","Q15-07","3QHS324","焊线","10/7/2026 12:24:59"
"STAGING_TO_WIRE","Q26067576-11","Q03-01","3QHS3890","焊线","10/7/2026 13:54:47"
"STAGING_TO_WIRE","Q26052058-17","C11-09","3QHS4139","焊线","10/7/2026 13:24:39"
"STAGING_TO_WIRE","Q26066707-4","D03-15","3QHS760","焊线","10/7/2026 15:00:54"
"STAGING_TO_WIRE","Q26063319-3","C10-11","3QHS4128","焊线","10/7/2026 13:22:36"
"STAGING_TO_WIRE","Q26066707-5","D10-13","3QHS3012","焊线","10/7/2026 14:48:43"
"STAGING_TO_WIRE","Q26071352-11","N4-14","2QHE49","焊线","10/7/2026 15:15:19"
"STAGING_TO_WIRE","Q26062153-16","D13-15","3QHS3045","焊线","10/7/2026 14:05:21"
"STAGING_TO_WIRE","Q26068683-7","D03-02","3QHS3859","焊线","10/7/2026 11:56:10"
"STAGING_TO_WIRE","Q26062350-14","Q05-14","3QHS4061","焊线","10/7/2026 14:35:05"
"STAGING_TO_WIRE","Q26065850-57","C09-08","3QHS4098","焊线","10/7/2026 14:15:28"
"STAGING_TO_WIRE","Q26070016-5","C06-05","3QHS3203","焊线","10/7/2026 13:08:19"
"STAGING_TO_WIRE","Q26044950-5","C14-15","3QHS4104","焊线","10/7/2026 14:45:51"
"STAGING_TO_WIRE","Q26066769-3","N6-10","2QHE48","焊线","10/7/2026 13:21:30"
"STAGING_TO_WIRE","Q26063373-18","Q12-02","3QHS3846","焊线","10/7/2026 13:25:35"
"STAGING_TO_WIRE","Q26062350-45","Q03-13","3QHS4047","焊线","10/7/2026 14:36:09"
"STAGING_TO_WIRE","Q26061163-14","C12-01","3QHS4141","焊线","10/7/2026 15:56:13"
"STAGING_TO_WIRE","Q26079H17-1","N4-12","3QHS6007","焊线","10/7/2026 13:36:44"
"STAGING_TO_WIRE","Q26055318-18","Q19-09","3QHS155","焊线","10/7/2026 09:14:27"
"STAGING_TO_WIRE","Q26066066-19","D17-01","3QHS138","焊线","10/7/2026 13:56:05"
"STAGING_TO_WIRE","Q26066661-6","D17-13","3QHS4017","焊线","7/7/2026 20:48:11"
"STAGING_TO_WIRE","Q26062239-12","Q06-05","3QHS3896","焊线","10/7/2026 12:57:36"
"STAGING_TO_WIRE","Q26068757-4","Q01-10","3QHS3966","焊线","10/7/2026 15:40:24"
"STAGING_TO_WIRE","Q26054962-46","Q13-11","3QHS560","焊线","10/7/2026 14:41:27"
"STAGING_TO_WIRE","Q26072085-2","N7-11","2QHE46","焊线","10/7/2026 14:26:57"
"STAGING_TO_WIRE","Q26064885-3","Q17-05","3QHS218","焊线","9/7/2026 19:57:57"
"STAGING_TO_WIRE","Q26072100-1","N22-6","2QHB22","焊线","10/7/2026 12:42:43"
"STAGING_TO_WIRE","Q26067565-1","N17-2","2QHJ65","键合","10/7/2026 07:54:04"
"STAGING_TO_WIRE","Q26068404-24","D22-13","3QHS4331","焊线","10/7/2026 15:37:20"
"STAGING_TO_WIRE","Q26047582-27","D21-13","3QHS3763","焊线","10/7/2026 06:48:38"
"STAGING_TO_WIRE","Q26063831-2-6","C06-01","3QHS06","焊线","10/7/2026 13:22:19"
"STAGING_TO_WIRE","Q26071015-22","D07-14","3QHS3057","焊线","10/7/2026 15:00:04"
"STAGING_TO_WIRE","Q26063559-16","C01-12","3QHS3922","焊线","10/7/2026 13:25:31"
"STAGING_TO_WIRE","Q26064117-4","D23-2","3QHS4336","焊线","10/7/2026 13:14:26"
"STAGING_TO_WIRE","Q26063530-22","Q10-04","3QHS2686","焊线","9/7/2026 20:19:25"
"STAGING_TO_WIRE","Q26068287-13","D22-7","3QHS4325","焊线","10/7/2026 13:40:00"
"STAGING_TO_WIRE","Q26053111-1","D15-02","3QHS4022","焊线","10/7/2026 00:05:35"
"STAGING_TO_WIRE","Q26066236-2-1","C06-10","3QHS3927","焊线","10/7/2026 14:59:22"
"STAGING_TO_WIRE","Q26064780-5","Q01-18","3QHS4040","焊线","10/7/2026 13:16:33"
"STAGING_TO_WIRE","Q26066066-18","D18-12","3QHS167","焊线","10/7/2026 12:57:21"
"STAGING_TO_WIRE","Q26064568-4","C12-09","3QHS4151","焊线","10/7/2026 15:12:16"
"STAGING_TO_WIRE","Q26066661-8","D16-15","3QHS140","焊线","10/7/2026 13:10:47"
"STAGING_TO_WIRE","Q26064488-1","Q20-02","3QHS383","焊线","10/7/2026 09:28:43"
"STAGING_TO_WIRE","Q26056227-8","D10-09","3QHS399","焊线","10/7/2026 15:39:33"
"STAGING_TO_WIRE","Q26064758-1","Q15-08","3QHS3075","焊线","10/7/2026 06:45:15"
"STAGING_TO_WIRE","Q26060061-1","C15-08","3QHS4239","焊线","10/7/2026 14:13:29"
"STAGING_TO_WIRE","Q26057295-2","C04-04","3QHS4277","焊线","10/7/2026 14:27:16"
"STAGING_TO_WIRE","Q26067612-28","Q03-20","3QHS367","焊线","10/7/2026 14:18:17"
"STAGING_TO_WIRE","Q26066237-9","C02-13","3QHS3308","焊线","10/7/2026 13:38:25"
"STAGING_TO_WIRE","Q26067460-24","D09-01","3QHS3779","焊线","10/7/2026 15:00:40"
"STAGING_TO_WIRE","Q26067557-4","N","2QHB128","焊线","10/7/2026 09:59:20"
"STAGING_TO_WIRE","Q26057470-18","D02-05","3QHS3850","焊线","10/7/2026 13:27:53"
"STAGING_TO_WIRE","Q26064999-1","Q19-12","3QHS3081","焊线","10/7/2026 12:28:33"
"STAGING_TO_WIRE","Q26067888-15","C01-06","3QHS3838","焊线","10/7/2026 15:11:49"
"STAGING_TO_WIRE","Q26067653-4","C11-12","3QHS4191","焊线","10/7/2026 15:01:06"
"STAGING_TO_WIRE","Q26047582-26","D04-16","3QHS1776","焊线","10/7/2026 04:59:20"
"STAGING_TO_WIRE","Q26053776-3","D03-13","3QHS3814","焊线","10/7/2026 15:54:43"
"STAGING_TO_WIRE","Q26067036-9","D15-01","3QHS4021","焊线","10/7/2026 13:39:20"
"STAGING_TO_WIRE","Q26067758-6","Q04-02","3QHS3878","焊线","10/7/2026 14:34:53"
"STAGING_TO_WIRE","Q26056227-10","Q19-15","3QHS588","焊线","10/7/2026 14:54:53"
"STAGING_TO_WIRE","Q26067588-21","C14-08","3QHS4181","焊线","10/7/2026 15:12:03"
"STAGING_TO_WIRE","Q26067653-11","C12-12","3QHS4114","焊线","10/7/2026 15:11:18"
"STAGING_TO_WIRE","Q26065467-32","Q05-07","3QHS3864","焊线","10/7/2026 15:15:04"
"STAGING_TO_WIRE","Q26067035-9","D13-07","3QHS4001","焊线","10/7/2026 06:42:23"
"STAGING_TO_WIRE","Q26067596-4","D12-11","3QHS4005","焊线","10/7/2026 14:49:31"
"STAGING_TO_WIRE","Q26070028-1","C14-05","3QHS4178","焊线","10/7/2026 12:47:18"
"STAGING_TO_WIRE","Q26071988-4","N3-5","2QHE64","焊线","10/7/2026 11:49:29"
"STAGING_TO_WIRE","Q26048035-8","Q06-15","3QHS4072","焊线","10/7/2026 13:26:04"
"STAGING_TO_WIRE","Q26071389-1","Q10-15","3QHS2100","焊线","10/7/2026 13:11:43"
"STAGING_TO_WIRE","Q26068708-11","D07-11","3QHS4013","焊线","10/7/2026 12:14:37"
"STAGING_TO_WIRE","Q26067818-6","Q10-11","3QHS2008","焊线","10/7/2026 14:16:43"
"STAGING_TO_WIRE","Q26063585-4","D17-16","3QHS12","焊线","10/7/2026 14:55:59"
"STAGING_TO_WIRE","Q26070001-23","C06-03","3QHS3218","焊线","10/7/2026 12:32:05"
"STAGING_TO_WIRE","Q26070001-22","C07-01","3QHS3847","焊线","10/7/2026 14:29:50"
"STAGING_TO_WIRE","Q26057218-3","Q20-05","3QHS3092","焊线","10/7/2026 14:19:13"
"STAGING_TO_WIRE","Q26068140-28","Q11-07","3QHS3951","焊线","10/7/2026 15:30:23"
"STAGING_TO_WIRE","Q26057464-7","Q17-12","3QHS4086","焊线","9/7/2026 22:05:19"
"STAGING_TO_WIRE","Q26067835-8","N4-9","2QHE80","焊线","10/7/2026 15:50:54"
"STAGING_TO_WIRE","Q26062235-4","Q18-04","3QHS4209","焊线","9/7/2026 02:27:30"
"STAGING_TO_WIRE","Q26062918-1","D05-01","3QHS3767","焊线","10/7/2026 14:28:22"
"STAGING_TO_WIRE","Q26064194-6","Q01-19","3QHS3093","焊线","10/7/2026 13:58:57"
"STAGING_TO_WIRE","Q26062803-8","C04-09","3QHS4265","焊线","10/7/2026 15:38:55"
"STAGING_TO_WIRE","Q26067758-7","Q05-04","3QHS3866","焊线","10/7/2026 15:42:06"
"STAGING_TO_WIRE","Q26068090-2","Q20-04","3QHS2002","焊线","10/7/2026 11:39:57"
"STAGING_TO_WIRE","Q26052058-18","C15-16","3QHS4244","焊线","10/7/2026 14:26:46"
"STAGING_TO_WIRE","Q26056160-21","C08-04","3QHS4300","焊线","10/7/2026 14:47:28"
"STAGING_TO_WIRE","Q26064780-6","Q01-12","3QHS4034","焊线","10/7/2026 15:14:13"
"STAGING_TO_WIRE","Q26068260-42","Q02-04","3QHS3949","焊线","10/7/2026 14:55:44"
"STAGING_TO_WIRE","Q26067612-26","Q22-09","3QHS3023","焊线","10/7/2026 07:58:34"
"STAGING_TO_WIRE","Q26067612-27","D12-06","3QHS3746","焊线","10/7/2026 13:24:49"
"STAGING_TO_WIRE","Q26071012-2","D13-09","3QHS3989","焊线","10/7/2026 09:40:42"
"STAGING_TO_WIRE","Q26057830-37","Q06-12","3QHS4069","焊线","10/7/2026 14:39:13"
"STAGING_TO_WIRE","Q26066237-7","C02-05","3QHS3968","焊线","10/7/2026 15:11:39"
"STAGING_TO_WIRE","Q26067146-11","Q10-07","3QHS24","焊线","10/7/2026 14:35:38"
"STAGING_TO_WIRE","Q26066610-3","D11-12","3QHS3987","焊线","10/7/2026 11:58:40"
"STAGING_TO_WIRE","Q26071505-3-2","Q08-02","3QHS3941","焊线","10/7/2026 14:17:10"
"STAGING_TO_WIRE","Q26068712-19","D18-14","3QHS113","焊线","10/7/2026 15:15:43"
"STAGING_TO_WIRE","Q26056639-13","C02-12","3QHS3975","焊线","10/7/2026 11:53:37"
"STAGING_TO_WIRE","Q26057770-1-1","Q24-09","3QHS3919","焊线","10/7/2026 08:45:01"
"STAGING_TO_WIRE","Q26066286-12","D14-03","3QHS3065","焊线","10/7/2026 14:56:37"
"STAGING_TO_WIRE","Q26065648-5","C10-04","3QHS4119","焊线","10/7/2026 13:37:38"
"STAGING_TO_WIRE","Q26065300-6","Q11-18","3QHS330","焊线","10/7/2026 09:59:41"
"STAGING_TO_WIRE","Q26065188-13","C03-04","3QHS4197","焊线","10/7/2026 12:31:51"
"STAGING_TO_WIRE","Q26066883-4","C15-15","3QHS4241","焊线","10/7/2026 12:34:47"
